Year,Country,Yield,Rainfall_mm_per_year,Avg_Temp_C,Pesticides_tonnes
2000,Indonesia,133759,2702.0,26.77,1597.0
2000,Indonesia,133759,2702.0,27.44,1597.0
2001,Indonesia,148495,2702.0,25.43,1597.0
2001,Indonesia,148495,2702.0,27.13,1597.0
2001,Indonesia,148495,2702.0,27.26,1597.0
2001,Indonesia,148495,2702.0,27.32,1597.0
2001,Indonesia,148495,2702.0,26.81,1597.0
2001,Indonesia,148495,2702.0,27.52,1597.0
2002,Indonesia,155903,2702.0,25.64,1597.0
2002,Indonesia,155903,2702.0,27.4,1597.0
2002,Indonesia,155903,2702.0,27.5,1597.0
2002,Indonesia,155903,2702.0,27.49,1597.0
2002,Indonesia,155903,2702.0,27.01,1597.0
2002,Indonesia,155903,2702.0,27.71,1597.0
2004,Indonesia,163870,2702.0,25.67,1597.0
2004,Indonesia,163870,2702.0,27.42,1597.0
2004,Indonesia,163870,2702.0,27.32,1597.0
2004,Indonesia,163870,2702.0,27.57,1597.0
2004,Indonesia,163870,2702.0,26.97,1597.0
2004,Indonesia,163870,2702.0,27.69,1597.0
2005,Indonesia,164014,2702.0,25.59,1597.0
2005,Indonesia,164014,2702.0,27.22,1597.0
2005,Indonesia,164014,2702.0,27.48,1597.0
2005,Indonesia,164014,2702.0,27.44,1597.0
2005,Indonesia,164014,2702.0,27.11,1597.0
2005,Indonesia,164014,2702.0,27.77,1597.0
2006,Indonesia,169363,2702.0,25.66,1597.0
2006,Indonesia,169363,2702.0,27.39,1597.0
2006,Indonesia,169363,2702.0,27.21,1597.0
2006,Indonesia,169363,2702.0,27.55,1597.0
2006,Indonesia,169363,2702.0,26.98,1597.0
2007,Indonesia,160919,2702.0,25.5,1597.0
2007,Indonesia,160919,2702.0,27.21,1597.0
2007,Indonesia,160919,2702.0,27.14,1597.0
2007,Indonesia,160919,2702.0,27.29,1597.0
2007,Indonesia,160919,2702.0,26.88,1597.0
2007,Indonesia,160919,2702.0,27.49,1597.0
2008,Indonesia,166719,2702.0,25.32,1597.0
2008,Indonesia,166719,2702.0,26.97,1597.0
2008,Indonesia,166719,2702.0,27.03,1597.0
2008,Indonesia,166719,2702.0,27.18,1597.0
2008,Indonesia,166719,2702.0,26.65,1597.0
2008,Indonesia,166719,2702.0,27.34,1597.0
2009,Indonesia,165123,2702.0,25.54,1597.0
2009,Indonesia,165123,2702.0,27.31,1597.0
2009,Indonesia,165123,2702.0,27.3,1597.0
2009,Indonesia,165123,2702.0,27.63,1597.0
2009,Indonesia,165123,2702.0,26.98,1597.0
2009,Indonesia,165123,2702.0,27.69,1597.0
2010,Indonesia,159445,2702.0,25.57,1597.0
2010,Indonesia,159445,2702.0,27.25,1597.0
2010,Indonesia,159445,2702.0,27.69,1597.0
2010,Indonesia,159445,2702.0,27.46,1597.0
2010,Indonesia,159445,2702.0,26.94,1597.0
2010,Indonesia,159445,2702.0,27.55,1597.0
2011,Indonesia,159562,2702.0,25.38,1597.0
2011,Indonesia,159562,2702.0,27.24,1597.0
2011,Indonesia,159562,2702.0,27.19,1597.0
2011,Indonesia,159562,2702.0,27.39,1597.0
2011,Indonesia,159562,2702.0,26.63,1597.0
2012,Indonesia,165820,2702.0,25.59,1597.0
2012,Indonesia,165820,2702.0,27.36,1597.0
2012,Indonesia,165820,2702.0,27.37,1597.0
2012,Indonesia,165820,2702.0,27.49,1597.0
2012,Indonesia,165820,2702.0,26.87,1597.0
2012,Indonesia,165820,2702.0,27.48,1597.0
2013,Indonesia,160184,2702.0,25.48,1597.0
2013,Indonesia,160184,2702.0,27.37,1597.0
2013,Indonesia,160184,2702.0,27.88,1597.0
2013,Indonesia,160184,2702.0,27.34,1597.0
2013,Indonesia,160184,2702.0,26.72,1597.0
2013,Indonesia,160184,2702.0,27.3,1597.0
1990,Indonesia,43018,2702.0,25.37,2432.0
1990,Indonesia,43018,2702.0,27.05,2432.0
1990,Indonesia,43018,2702.0,27.11,2432.0
1990,Indonesia,43018,2702.0,27.18,2432.0
1990,Indonesia,43018,2702.0,26.79,2432.0
1990,Indonesia,43018,2702.0,27.47,2432.0
1991,Indonesia,43465,2702.0,25.27,3259.0
1991,Indonesia,43465,2702.0,27.04,3259.0
1991,Indonesia,43465,2702.0,26.92,3259.0
1991,Indonesia,43465,2702.0,27.05,3259.0
1991,Indonesia,43465,2702.0,26.61,3259.0
1991,Indonesia,43465,2702.0,27.21,3259.0
1992,Indonesia,43446,2702.0,25.17,825.0
1992,Indonesia,43446,2702.0,26.96,825.0
1992,Indonesia,43446,2702.0,27.01,825.0
1992,Indonesia,43446,2702.0,27.2,825.0
1992,Indonesia,43446,2702.0,26.72,825.0
1992,Indonesia,43446,2702.0,27.4,825.0
1993,Indonesia,43750,2702.0,25.46,1597.0
1993,Indonesia,43750,2702.0,27.04,1597.0
1993,Indonesia,43750,2702.0,26.9,1597.0
1993,Indonesia,43750,2702.0,27.21,1597.0
1993,Indonesia,43750,2702.0,26.88,1597.0
1993,Indonesia,43750,2702.0,27.51,1597.0
1994,Indonesia,43453,2702.0,25.21,1597.0
1994,Indonesia,43453,2702.0,27.12,1597.0
1994,Indonesia,43453,2702.0,26.97,1597.0
1994,Indonesia,43453,2702.0,27.34,1597.0
1994,Indonesia,43453,2702.0,26.56,1597.0
1994,Indonesia,43453,2702.0,27.18,1597.0
1995,Indonesia,43487,2702.0,25.46,1597.0
1995,Indonesia,43487,2702.0,27.15,1597.0
1995,Indonesia,43487,2702.0,27.08,1597.0
1995,Indonesia,43487,2702.0,27.28,1597.0
1995,Indonesia,43487,2702.0,26.74,1597.0
1995,Indonesia,43487,2702.0,27.32,1597.0
1996,Indonesia,44168,2702.0,25.41,1597.0
1996,Indonesia,44168,2702.0,27.07,1597.0
1996,Indonesia,44168,2702.0,27.0,1597.0
1996,Indonesia,44168,2702.0,27.2,1597.0
1996,Indonesia,44168,2702.0,26.83,1597.0
1996,Indonesia,44168,2702.0,27.53,1597.0
1997,Indonesia,44322,2702.0,25.52,1597.0
1997,Indonesia,44322,2702.0,27.37,1597.0
1997,Indonesia,44322,2702.0,27.26,1597.0
1997,Indonesia,44322,2702.0,27.62,1597.0
1997,Indonesia,44322,2702.0,26.83,1597.0
1997,Indonesia,44322,2702.0,27.46,1597.0
1998,Indonesia,41974,2702.0,25.81,1597.0
1998,Indonesia,41974,2702.0,27.58,1597.0
1998,Indonesia,41974,2702.0,27.72,1597.0
1998,Indonesia,41974,2702.0,27.77,1597.0
1998,Indonesia,41974,2702.0,27.28,1597.0
1998,Indonesia,41974,2702.0,27.9,1597.0
1999,Indonesia,42519,2702.0,25.26,1597.0
1999,Indonesia,42519,2702.0,27.01,1597.0
1999,Indonesia,42519,2702.0,26.82,1597.0
1999,Indonesia,42519,2702.0,27.17,1597.0
1999,Indonesia,42519,2702.0,26.62,1597.0
1999,Indonesia,42519,2702.0,27.32,1597.0
2000,Indonesia,44007,2702.0,25.46,1597.0
2000,Indonesia,44007,2702.0,27.2,1597.0
2000,Indonesia,44007,2702.0,27.1,1597.0
2000,Indonesia,44007,2702.0,27.23,1597.0
2000,Indonesia,44007,2702.0,26.77,1597.0
2000,Indonesia,44007,2702.0,27.44,1597.0
2001,Indonesia,43879,2702.0,25.43,1597.0
2001,Indonesia,43879,2702.0,27.13,1597.0
2001,Indonesia,43879,2702.0,27.26,1597.0
2001,Indonesia,43879,2702.0,27.32,1597.0
2001,Indonesia,43879,2702.0,26.81,1597.0
2001,Indonesia,43879,2702.0,27.52,1597.0
2002,Indonesia,44691,2702.0,25.64,1597.0
2002,Indonesia,44691,2702.0,27.4,1597.0
2002,Indonesia,44691,2702.0,27.5,1597.0
2002,Indonesia,44691,2702.0,27.49,1597.0
2002,Indonesia,44691,2702.0,27.01,1597.0
2002,Indonesia,44691,2702.0,27.71,1597.0
2004,Indonesia,45365,2702.0,25.67,1597.0
2004,Indonesia,45365,2702.0,27.42,1597.0
2004,Indonesia,45365,2702.0,27.32,1597.0
2004,Indonesia,45365,2702.0,27.57,1597.0
2004,Indonesia,45365,2702.0,26.97,1597.0
2004,Indonesia,45365,2702.0,27.69,1597.0
2005,Indonesia,45739,2702.0,25.59,1597.0
2005,Indonesia,45739,2702.0,27.22,1597.0
2005,Indonesia,45739,2702.0,27.48,1597.0
2005,Indonesia,45739,2702.0,27.44,1597.0
2005,Indonesia,45739,2702.0,27.11,1597.0
2005,Indonesia,45739,2702.0,27.77,1597.0
2006,Indonesia,46201,2702.0,25.66,1597.0
2006,Indonesia,46201,2702.0,27.39,1597.0
2006,Indonesia,46201,2702.0,27.21,1597.0
2006,Indonesia,46201,2702.0,27.55,1597.0
2006,Indonesia,46201,2702.0,26.98,1597.0
2007,Indonesia,47052,2702.0,25.5,1597.0
2007,Indonesia,47052,2702.0,27.21,1597.0
2007,Indonesia,47052,2702.0,27.14,1597.0
2007,Indonesia,47052,2702.0,27.29,1597.0
2007,Indonesia,47052,2702.0,26.88,1597.0
2007,Indonesia,47052,2702.0,27.49,1597.0
2008,Indonesia,48948,2702.0,25.32,1597.0
2008,Indonesia,48948,2702.0,26.97,1597.0
2008,Indonesia,48948,2702.0,27.03,1597.0
2008,Indonesia,48948,2702.0,27.18,1597.0
2008,Indonesia,48948,2702.0,26.65,1597.0
2008,Indonesia,48948,2702.0,27.34,1597.0
2009,Indonesia,49985,2702.0,25.54,1597.0
2009,Indonesia,49985,2702.0,27.31,1597.0
2009,Indonesia,49985,2702.0,27.3,1597.0
2009,Indonesia,49985,2702.0,27.63,1597.0
2009,Indonesia,49985,2702.0,26.98,1597.0
2009,Indonesia,49985,2702.0,27.69,1597.0
2010,Indonesia,50153,2702.0,25.57,1597.0
2010,Indonesia,50153,2702.0,27.25,1597.0
2010,Indonesia,50153,2702.0,27.69,1597.0
2010,Indonesia,50153,2702.0,27.46,1597.0
2010,Indonesia,50153,2702.0,26.94,1597.0
2010,Indonesia,50153,2702.0,27.55,1597.0
2011,Indonesia,49802,2702.0,25.38,1597.0
2011,Indonesia,49802,2702.0,27.24,1597.0
2011,Indonesia,49802,2702.0,27.19,1597.0
2011,Indonesia,49802,2702.0,27.39,1597.0
2011,Indonesia,49802,2702.0,26.63,1597.0
2012,Indonesia,51360,2702.0,25.59,1597.0
2012,Indonesia,51360,2702.0,27.36,1597.0
2012,Indonesia,51360,2702.0,27.37,1597.0
2012,Indonesia,51360,2702.0,27.49,1597.0
2012,Indonesia,51360,2702.0,26.87,1597.0
2012,Indonesia,51360,2702.0,27.48,1597.0
2013,Indonesia,51520,2702.0,25.48,1597.0
2013,Indonesia,51520,2702.0,27.37,1597.0
2013,Indonesia,51520,2702.0,27.88,1597.0
2013,Indonesia,51520,2702.0,27.34,1597.0
2013,Indonesia,51520,2702.0,26.72,1597.0
2013,Indonesia,51520,2702.0,27.3,1597.0
1990,Indonesia,11149,2702.0,25.37,2432.0
1990,Indonesia,11149,2702.0,27.05,2432.0
1990,Indonesia,11149,2702.0,27.11,2432.0
1990,Indonesia,11149,2702.0,27.18,2432.0
1990,Indonesia,11149,2702.0,26.79,2432.0
1990,Indonesia,11149,2702.0,27.47,2432.0
1991,Indonesia,11369,2702.0,25.27,3259.0
1991,Indonesia,11369,2702.0,27.04,3259.0
1991,Indonesia,11369,2702.0,26.92,3259.0
1991,Indonesia,11369,2702.0,27.05,3259.0
1991,Indonesia,11369,2702.0,26.61,3259.0
1991,Indonesia,11369,2702.0,27.21,3259.0
1992,Indonesia,11230,2702.0,25.17,825.0
1992,Indonesia,11230,2702.0,26.96,825.0
1992,Indonesia,11230,2702.0,27.01,825.0
1992,Indonesia,11230,2702.0,27.2,825.0
1992,Indonesia,11230,2702.0,26.72,825.0
1992,Indonesia,11230,2702.0,27.4,825.0
1993,Indonesia,11621,2702.0,25.46,1597.0
1993,Indonesia,11621,2702.0,27.04,1597.0
1993,Indonesia,11621,2702.0,26.9,1597.0
1993,Indonesia,11621,2702.0,27.21,1597.0
1993,Indonesia,11621,2702.0,26.88,1597.0
1993,Indonesia,11621,2702.0,27.51,1597.0
1994,Indonesia,11123,2702.0,25.21,1597.0
1994,Indonesia,11123,2702.0,27.12,1597.0
1994,Indonesia,11123,2702.0,26.97,1597.0
1994,Indonesia,11123,2702.0,27.34,1597.0
1994,Indonesia,11123,2702.0,26.56,1597.0
1994,Indonesia,11123,2702.0,27.18,1597.0
1995,Indonesia,11371,2702.0,25.46,1597.0
1995,Indonesia,11371,2702.0,27.15,1597.0
1995,Indonesia,11371,2702.0,27.08,1597.0
1995,Indonesia,11371,2702.0,27.28,1597.0
1995,Indonesia,11371,2702.0,26.74,1597.0
1995,Indonesia,11371,2702.0,27.32,1597.0
1996,Indonesia,11915,2702.0,25.41,1597.0
1996,Indonesia,11915,2702.0,27.07,1597.0
1996,Indonesia,11915,2702.0,27.0,1597.0
1996,Indonesia,11915,2702.0,27.2,1597.0
1996,Indonesia,11915,2702.0,26.83,1597.0
1996,Indonesia,11915,2702.0,27.53,1597.0
1997,Indonesia,12125,2702.0,25.52,1597.0
1997,Indonesia,12125,2702.0,27.37,1597.0
1997,Indonesia,12125,2702.0,27.26,1597.0
1997,Indonesia,12125,2702.0,27.62,1597.0
1997,Indonesia,12125,2702.0,26.83,1597.0
1997,Indonesia,12125,2702.0,27.46,1597.0
1998,Indonesia,11923,2702.0,25.81,1597.0
1998,Indonesia,11923,2702.0,27.58,1597.0
1998,Indonesia,11923,2702.0,27.72,1597.0
1998,Indonesia,11923,2702.0,27.77,1597.0
1998,Indonesia,11923,2702.0,27.28,1597.0
1998,Indonesia,11923,2702.0,27.9,1597.0
1999,Indonesia,12013,2702.0,25.26,1597.0
1999,Indonesia,12013,2702.0,27.01,1597.0
1999,Indonesia,12013,2702.0,26.82,1597.0
1999,Indonesia,12013,2702.0,27.17,1597.0
1999,Indonesia,12013,2702.0,26.62,1597.0
1999,Indonesia,12013,2702.0,27.32,1597.0
2000,Indonesia,12335,2702.0,25.46,1597.0
2000,Indonesia,12335,2702.0,27.2,1597.0
2000,Indonesia,12335,2702.0,27.1,1597.0
2000,Indonesia,12335,2702.0,27.23,1597.0
2000,Indonesia,12335,2702.0,26.77,1597.0
2000,Indonesia,12335,2702.0,27.44,1597.0
2001,Indonesia,12181,2702.0,25.43,1597.0
2001,Indonesia,12181,2702.0,27.13,1597.0
2001,Indonesia,12181,2702.0,27.26,1597.0
2001,Indonesia,12181,2702.0,27.32,1597.0
2001,Indonesia,12181,2702.0,26.81,1597.0
2001,Indonesia,12181,2702.0,27.52,1597.0
2002,Indonesia,12360,2702.0,25.64,1597.0
2002,Indonesia,12360,2702.0,27.4,1597.0
2002,Indonesia,12360,2702.0,27.5,1597.0
2002,Indonesia,12360,2702.0,27.49,1597.0
2002,Indonesia,12360,2702.0,27.01,1597.0
2002,Indonesia,12360,2702.0,27.71,1597.0
2004,Indonesia,12801,2702.0,25.67,1597.0
2004,Indonesia,12801,2702.0,27.42,1597.0
2004,Indonesia,12801,2702.0,27.32,1597.0
2004,Indonesia,12801,2702.0,27.57,1597.0
2004,Indonesia,12801,2702.0,26.97,1597.0
2004,Indonesia,12801,2702.0,27.69,1597.0
2005,Indonesia,13006,2702.0,25.59,1597.0
2005,Indonesia,13006,2702.0,27.22,1597.0
2005,Indonesia,13006,2702.0,27.48,1597.0
2005,Indonesia,13006,2702.0,27.44,1597.0
2005,Indonesia,13006,2702.0,27.11,1597.0
2005,Indonesia,13006,2702.0,27.77,1597.0
2006,Indonesia,12878,2702.0,25.66,1597.0
2006,Indonesia,12878,2702.0,27.39,1597.0
2006,Indonesia,12878,2702.0,27.21,1597.0
2006,Indonesia,12878,2702.0,27.55,1597.0
2006,Indonesia,12878,2702.0,26.98,1597.0
2007,Indonesia,12908,2702.0,25.5,1597.0
2007,Indonesia,12908,2702.0,27.21,1597.0
2007,Indonesia,12908,2702.0,27.14,1597.0
2007,Indonesia,12908,2702.0,27.29,1597.0
2007,Indonesia,12908,2702.0,26.88,1597.0
2007,Indonesia,12908,2702.0,27.49,1597.0
2008,Indonesia,13119,2702.0,25.32,1597.0
2008,Indonesia,13119,2702.0,26.97,1597.0
2008,Indonesia,13119,2702.0,27.03,1597.0
2008,Indonesia,13119,2702.0,27.18,1597.0
2008,Indonesia,13119,2702.0,26.65,1597.0
2008,Indonesia,13119,2702.0,27.34,1597.0
2009,Indonesia,13483,2702.0,25.54,1597.0
2009,Indonesia,13483,2702.0,27.31,1597.0
2009,Indonesia,13483,2702.0,27.3,1597.0
2009,Indonesia,13483,2702.0,27.63,1597.0
2009,Indonesia,13483,2702.0,26.98,1597.0
2009,Indonesia,13483,2702.0,27.69,1597.0
2010,Indonesia,13726,2702.0,25.57,1597.0
2010,Indonesia,13726,2702.0,27.25,1597.0
2010,Indonesia,13726,2702.0,27.69,1597.0
2010,Indonesia,13726,2702.0,27.46,1597.0
2010,Indonesia,13726,2702.0,26.94,1597.0
2010,Indonesia,13726,2702.0,27.55,1597.0
2011,Indonesia,13681,2702.0,25.38,1597.0
2011,Indonesia,13681,2702.0,27.24,1597.0
2011,Indonesia,13681,2702.0,27.19,1597.0
2011,Indonesia,13681,2702.0,27.39,1597.0
2011,Indonesia,13681,2702.0,26.63,1597.0
2012,Indonesia,14854,2702.0,25.59,1597.0
2012,Indonesia,14854,2702.0,27.36,1597.0
2012,Indonesia,14854,2702.0,27.37,1597.0
2012,Indonesia,14854,2702.0,27.49,1597.0
2012,Indonesia,14854,2702.0,26.87,1597.0
2012,Indonesia,14854,2702.0,27.48,1597.0
2013,Indonesia,14161,2702.0,25.48,1597.0
2013,Indonesia,14161,2702.0,27.37,1597.0
2013,Indonesia,14161,2702.0,27.88,1597.0
2013,Indonesia,14161,2702.0,27.34,1597.0
2013,Indonesia,14161,2702.0,26.72,1597.0
2013,Indonesia,14161,2702.0,27.3,1597.0
1990,Indonesia,94450,2702.0,25.37,2432.0
1990,Indonesia,94450,2702.0,27.05,2432.0
1990,Indonesia,94450,2702.0,27.11,2432.0
1990,Indonesia,94450,2702.0,27.18,2432.0
1990,Indonesia,94450,2702.0,26.79,2432.0
1990,Indonesia,94450,2702.0,27.47,2432.0
1991,Indonesia,95150,2702.0,25.27,3259.0
1991,Indonesia,95150,2702.0,27.04,3259.0
1991,Indonesia,95150,2702.0,26.92,3259.0
1991,Indonesia,95150,2702.0,27.05,3259.0
1991,Indonesia,95150,2702.0,26.61,3259.0
1991,Indonesia,95150,2702.0,27.21,3259.0
1992,Indonesia,94481,2702.0,25.17,825.0
1992,Indonesia,94481,2702.0,26.96,825.0
1992,Indonesia,94481,2702.0,27.01,825.0
1992,Indonesia,94481,2702.0,27.2,825.0
1992,Indonesia,94481,2702.0,26.72,825.0
1992,Indonesia,94481,2702.0,27.4,825.0
1993,Indonesia,93183,2702.0,25.46,1597.0
1993,Indonesia,93183,2702.0,27.04,1597.0
1993,Indonesia,93183,2702.0,26.9,1597.0
1993,Indonesia,93183,2702.0,27.21,1597.0
1993,Indonesia,93183,2702.0,26.88,1597.0
1993,Indonesia,93183,2702.0,27.51,1597.0
1994,Indonesia,93583,2702.0,25.21,1597.0
1994,Indonesia,93583,2702.0,27.12,1597.0
1994,Indonesia,93583,2702.0,26.97,1597.0
1994,Indonesia,93583,2702.0,27.34,1597.0
1994,Indonesia,93583,2702.0,26.56,1597.0
1994,Indonesia,93583,2702.0,27.18,1597.0
1995,Indonesia,94939,2702.0,25.46,1597.0
1995,Indonesia,94939,2702.0,27.15,1597.0
1995,Indonesia,94939,2702.0,27.08,1597.0
1995,Indonesia,94939,2702.0,27.28,1597.0
1995,Indonesia,94939,2702.0,26.74,1597.0
1995,Indonesia,94939,2702.0,27.32,1597.0
1996,Indonesia,113547,2702.0,25.41,1597.0
1996,Indonesia,113547,2702.0,27.07,1597.0
1996,Indonesia,113547,2702.0,27.0,1597.0
1996,Indonesia,113547,2702.0,27.2,1597.0
1996,Indonesia,113547,2702.0,26.83,1597.0
1996,Indonesia,113547,2702.0,27.53,1597.0
1997,Indonesia,94532,2702.0,25.52,1597.0
1997,Indonesia,94532,2702.0,27.37,1597.0
1997,Indonesia,94532,2702.0,27.26,1597.0
1997,Indonesia,94532,2702.0,27.62,1597.0
1997,Indonesia,94532,2702.0,26.83,1597.0
1997,Indonesia,94532,2702.0,27.46,1597.0
1998,Indonesia,95750,2702.0,25.81,1597.0
1998,Indonesia,95750,2702.0,27.58,1597.0
1998,Indonesia,95750,2702.0,27.72,1597.0
1998,Indonesia,95750,2702.0,27.77,1597.0
1998,Indonesia,95750,2702.0,27.28,1597.0
1998,Indonesia,95750,2702.0,27.9,1597.0
1999,Indonesia,96698,2702.0,25.26,1597.0
1999,Indonesia,96698,2702.0,27.01,1597.0
1999,Indonesia,96698,2702.0,26.82,1597.0
1999,Indonesia,96698,2702.0,27.17,1597.0
1999,Indonesia,96698,2702.0,26.62,1597.0
1999,Indonesia,96698,2702.0,27.32,1597.0
2000,Indonesia,94211,2702.0,25.46,1597.0
2000,Indonesia,94211,2702.0,27.2,1597.0
2000,Indonesia,94211,2702.0,27.1,1597.0
2000,Indonesia,94211,2702.0,27.23,1597.0
2000,Indonesia,94211,2702.0,26.77,1597.0
2000,Indonesia,94211,2702.0,27.44,1597.0
2001,Indonesia,96634,2702.0,25.43,1597.0
2001,Indonesia,96634,2702.0,27.13,1597.0
2001,Indonesia,96634,2702.0,27.26,1597.0
2001,Indonesia,96634,2702.0,27.32,1597.0
2001,Indonesia,96634,2702.0,26.81,1597.0
2001,Indonesia,96634,2702.0,27.52,1597.0
2002,Indonesia,99940,2702.0,25.64,1597.0
2002,Indonesia,99940,2702.0,27.4,1597.0
2002,Indonesia,99940,2702.0,27.5,1597.0
2002,Indonesia,99940,2702.0,27.49,1597.0
2002,Indonesia,99940,2702.0,27.01,1597.0
2002,Indonesia,99940,2702.0,27.71,1597.0
2004,Indonesia,103053,2702.0,25.67,1597.0
2004,Indonesia,103053,2702.0,27.42,1597.0
2004,Indonesia,103053,2702.0,27.32,1597.0
2004,Indonesia,103053,2702.0,27.57,1597.0
2004,Indonesia,103053,2702.0,26.97,1597.0
2004,Indonesia,103053,2702.0,27.69,1597.0
2005,Indonesia,104128,2702.0,25.59,1597.0
2005,Indonesia,104128,2702.0,27.22,1597.0
2005,Indonesia,104128,2702.0,27.48,1597.0
2005,Indonesia,104128,2702.0,27.44,1597.0
2005,Indonesia,104128,2702.0,27.11,1597.0
2005,Indonesia,104128,2702.0,27.77,1597.0
2006,Indonesia,105267,2702.0,25.66,1597.0
2006,Indonesia,105267,2702.0,27.39,1597.0
2006,Indonesia,105267,2702.0,27.21,1597.0
2006,Indonesia,105267,2702.0,27.55,1597.0
2006,Indonesia,105267,2702.0,26.98,1597.0
2007,Indonesia,106643,2702.0,25.5,1597.0
2007,Indonesia,106643,2702.0,27.21,1597.0
2007,Indonesia,106643,2702.0,27.14,1597.0
2007,Indonesia,106643,2702.0,27.29,1597.0
2007,Indonesia,106643,2702.0,26.88,1597.0
2007,Indonesia,106643,2702.0,27.49,1597.0
2008,Indonesia,107743,2702.0,25.32,1597.0
2008,Indonesia,107743,2702.0,26.97,1597.0
2008,Indonesia,107743,2702.0,27.03,1597.0
2008,Indonesia,107743,2702.0,27.18,1597.0
2008,Indonesia,107743,2702.0,26.65,1597.0
2008,Indonesia,107743,2702.0,27.34,1597.0
2009,Indonesia,111920,2702.0,25.54,1597.0
2009,Indonesia,111920,2702.0,27.31,1597.0
2009,Indonesia,111920,2702.0,27.3,1597.0
2009,Indonesia,111920,2702.0,27.63,1597.0
2009,Indonesia,111920,2702.0,26.98,1597.0
2009,Indonesia,111920,2702.0,27.69,1597.0
2010,Indonesia,113272,2702.0,25.57,1597.0
2010,Indonesia,113272,2702.0,27.25,1597.0
2010,Indonesia,113272,2702.0,27.69,1597.0
2010,Indonesia,113272,2702.0,27.46,1597.0
2010,Indonesia,113272,2702.0,26.94,1597.0
2010,Indonesia,113272,2702.0,27.55,1597.0
2011,Indonesia,123289,2702.0,25.38,1597.0
2011,Indonesia,123289,2702.0,27.24,1597.0
2011,Indonesia,123289,2702.0,27.19,1597.0
2011,Indonesia,123289,2702.0,27.39,1597.0
2011,Indonesia,123289,2702.0,26.63,1597.0
2012,Indonesia,139290,2702.0,25.59,1597.0
2012,Indonesia,139290,2702.0,27.36,1597.0
2012,Indonesia,139290,2702.0,27.37,1597.0
2012,Indonesia,139290,2702.0,27.49,1597.0
2012,Indonesia,139290,2702.0,26.87,1597.0
2012,Indonesia,139290,2702.0,27.48,1597.0
2013,Indonesia,147465,2702.0,25.48,1597.0
2013,Indonesia,147465,2702.0,27.37,1597.0
2013,Indonesia,147465,2702.0,27.88,1597.0
2013,Indonesia,147465,2702.0,27.34,1597.0
2013,Indonesia,147465,2702.0,26.72,1597.0
2013,Indonesia,147465,2702.0,27.3,1597.0
1990,Iraq,24814,216.0,23.41,692.0
1990,Iraq,24814,216.0,19.76,692.0
1991,Iraq,21857,216.0,23.21,692.0
1991,Iraq,21857,216.0,19.68,692.0
1992,Iraq,20046,216.0,21.52,692.0
1992,Iraq,20046,216.0,17.76,692.0
1993,Iraq,19310,216.0,22.86,692.0
1993,Iraq,19310,216.0,18.75,692.0
1994,Iraq,21333,216.0,23.47,692.0
1994,Iraq,21333,216.0,20.02,692.0
1995,Iraq,14286,216.0,23.32,816.0
1995,Iraq,14286,216.0,19.86,816.0
1996,Iraq,20833,216.0,23.96,616.0
1996,Iraq,20833,216.0,20.13,616.0
1997,Iraq,19836,216.0,22.74,848.0
1997,Iraq,19836,216.0,19.23,848.0
1998,Iraq,21803,216.0,24.33,755.0
1998,Iraq,21803,216.0,20.65,755.0
1999,Iraq,19167,216.0,24.42,508.0
1999,Iraq,19167,216.0,20.85,508.0
2000,Iraq,7560,216.0,23.9,548.0
2000,Iraq,7560,216.0,20.28,548.0
2001,Iraq,23613,216.0,24.45,837.47
2001,Iraq,23613,216.0,20.8,837.47
2002,Iraq,24433,216.0,23.76,878.68
2002,Iraq,24433,216.0,20.1,878.68
2004,Iraq,22486,216.0,23.72,828.62
2004,Iraq,22486,216.0,20.0,828.62
2005,Iraq,23079,216.0,23.58,873.01
2005,Iraq,23079,216.0,19.96,873.01
2006,Iraq,24255,216.0,23.82,824.14
2006,Iraq,24255,216.0,20.12,824.14
2007,Iraq,24774,216.0,23.92,1062.61
2007,Iraq,24774,216.0,20.12,1062.61
2008,Iraq,23492,216.0,24.09,1245.94
2008,Iraq,23492,216.0,20.46,1245.94
2009,Iraq,20878,216.0,23.87,1429.27
2009,Iraq,20878,216.0,20.26,1429.27
2010,Iraq,23586,216.0,25.49,1612.61
2010,Iraq,23586,216.0,21.97,1612.61
2011,Iraq,26077,216.0,23.44,1795.94
2011,Iraq,26077,216.0,19.78,1795.94
2012,Iraq,33444,216.0,24.34,1979.27
2012,Iraq,33444,216.0,20.7,1979.27
2013,Iraq,42214,216.0,25.14,2162.6
2013,Iraq,42214,216.0,21.77,2162.6
1990,Iraq,166681,216.0,23.41,692.0
1990,Iraq,166681,216.0,19.76,692.0
1991,Iraq,138029,216.0,23.21,692.0
1991,Iraq,138029,216.0,19.68,692.0
1992,Iraq,179167,216.0,21.52,692.0
1992,Iraq,179167,216.0,17.76,692.0
1993,Iraq,174739,216.0,22.86,692.0
1993,Iraq,174739,216.0,18.75,692.0
1994,Iraq,166360,216.0,23.47,692.0
1994,Iraq,166360,216.0,20.02,692.0
1995,Iraq,160385,216.0,23.32,816.0
1995,Iraq,160385,216.0,19.86,816.0
1996,Iraq,177576,216.0,23.96,616.0
1996,Iraq,177576,216.0,20.13,616.0
1997,Iraq,154474,216.0,22.74,848.0
1997,Iraq,154474,216.0,19.23,848.0
1998,Iraq,155263,216.0,24.33,755.0
1998,Iraq,155263,216.0,20.65,755.0
